District,Event,Circle,Police Station,Caller Source,Event Type,Event Sub-Type,Create Date/Time,Latitude,Longitude
LUCKNOW,P12062105735,C2,PS3,PHONE,Corona,Open School/Coaching Institution/College/Office,12/06/2021 10:24:26,26.873,81.038
LUCKNOW,P12062105761,C2,PS3,PHONE,Kidnap,Men Kidnap,12/06/2021 10:25:30,26.866,81.054
LUCKNOW,P12062105780,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,12/06/2021 10:26:21,26.866,81.054
LUCKNOW,P12062108144,C2,PS3,PHONE,Property Disputes,Boundary Dispute,12/06/2021 12:31:46,26.891,81.064
LUCKNOW,P12062108912,C2,PS3,PHONE,Threat In Person,Attack,12/06/2021 13:17:03,26.875,81.014
LUCKNOW,P12062109279,C2,PS3,PHONE,Gambling,Play Cards,12/06/2021 13:41:03,26.893,81.044
LUCKNOW,P12062110580,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,12/06/2021 14:58:13,26.916,81.048
LUCKNOW,P12062111916,C2,PS3,PHONE,Threat In Person,Threatening To Kill,12/06/2021 16:24:21,26.879,81.046
LUCKNOW,P12062111939,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,12/06/2021 16:25:57,26.881,81.046
LUCKNOW,P12062112611,C2,PS3,PHONE,Dispute,Money Transactions Dispute,12/06/2021 17:06:42,26.876,81.055
LUCKNOW,P12062112665,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,12/06/2021 17:09:48,26.881,81.046
LUCKNOW,P12062113562,C2,PS3,PHONE,Theft,Two Wheeler Vehicle,12/06/2021 18:03:27,26.874,81.017
LUCKNOW,P12062113631,C2,PS3,PHONE,Encroachment,On Road,12/06/2021 18:06:47,26.873,81.085
LUCKNOW,P12062113763,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,12/06/2021 18:13:50,26.877,81.036
LUCKNOW,P12062113977,C2,PS3,PHONE,Corona,Open School/Coaching Institution/College/Office,12/06/2021 18:26:35,26.885,81.006
LUCKNOW,P12062114678,C2,PS3,PHONE,Gambling,Play Cards,12/06/2021 19:04:56,26.885,81.037
LUCKNOW,P12062116569,C2,PS3,PHONE,Threat In Person,Threatening To Kill,12/06/2021 20:40:36,26.851,81.066
LUCKNOW,P12062116761,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,12/06/2021 20:49:19,26.893,81.073
LUCKNOW,P12062116975,C2,PS3,PHONE,Dispute,Other Dispute,12/06/2021 20:58:24,26.893,81.019
LUCKNOW,P12062119142,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,12/06/2021 22:23:45,26.908,81.086
LUCKNOW,P12062119755,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,12/06/2021 22:53:54,26.883,81.043
LUCKNOW,P12062120130,C2,PS3,PHONE,Human Trafficking,Illegally Sending Abroad For Job,12/06/2021 23:16:42,26.888,81.056
LUCKNOW,P12062120415,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,12/06/2021 23:37:12,26.851,81.035
LUCKNOW,P12062120478,C2,PS3,PHONE,Dispute,Other Dispute,12/06/2021 23:42:58,26.854,81.033
LUCKNOW,P13062100016,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,13/06/2021 00:01:39,26.880,81.006
LUCKNOW,P13062100413,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,13/06/2021 01:03:02,26.854,81.034
LUCKNOW,P13062100551,C2,PS3,PHONE,Human Trafficking,Illegally Sending Abroad For Job,13/06/2021 01:40:30,26.888,81.056
LUCKNOW,P13062101033,C2,PS3,PHONE,Threat In Person,Threatening To Kill,13/06/2021 05:24:52,26.881,81.007
LUCKNOW,P13062101699,C2,PS3,PHONE,Theft,Residential Building,13/06/2021 07:01:05,26.886,81.018
LUCKNOW,P13062102897,C2,PS3,PHONE,Dispute,Other Dispute,13/06/2021 08:26:03,26.892,81.071
LUCKNOW,P13062104391,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,13/06/2021 09:52:55,26.881,81.049
LUCKNOW,P13062105725,C2,PS3,PHONE,Dispute,Other Dispute,13/06/2021 11:10:40,26.849,81.066
LUCKNOW,P13062108928,C2,PS3,PHONE,Animals Related,Dangerous Animals/Dog Residential Area,13/06/2021 14:39:51,26.871,81.026
LUCKNOW,P13062109993,C2,PS3,PHONE,Theft,Business Establishment,13/06/2021 15:56:07,26.879,81.036
LUCKNOW,P13062110449,C2,PS3,PHONE,Dispute,Money Transactions Dispute,13/06/2021 16:29:06,26.899,81.087
LUCKNOW,P13062111034,C2,PS3,PHONE,Dispute,Money Transactions Dispute,13/06/2021 17:07:38,26.865,81.037
LUCKNOW,P13062112361,C2,PS3,PHONE,Threat In Person,Attack,13/06/2021 18:31:57,26.887,81.017
LUCKNOW,P13062113268,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,13/06/2021 19:22:02,26.898,81.041
LUCKNOW,P13062113444,C2,PS3,PHONE,Threat In Person,Threatening To Kill,13/06/2021 19:31:20,26.896,81.015
LUCKNOW,P13062113754,C2,PS3,PHONE,Domestic Violence,Domestic Violence Against Men Or Boy Or Seniormen,13/06/2021 19:49:27,26.896,81.023
LUCKNOW,P13062114721,C2,PS3,PHONE,Threat In Person,Threatening To Kill,13/06/2021 20:39:32,26.876,81.030
LUCKNOW,P13062115857,C2,PS3,PHONE,Missing,Grp- Person Accident By Train ,13/06/2021 21:27:48,26.914,81.042
LUCKNOW,P13062116077,C2,PS3,PHONE,Dispute,Other Dispute,13/06/2021 21:37:21,26.859,81.034
LUCKNOW,P13062116462,C2,PS3,PHONE,Unknown,Unknown,13/06/2021 21:55:53,26.888,81.008
LUCKNOW,P13062117532,C2,PS3,PHONE,Dispute,Other Dispute,13/06/2021 22:42:27,26.922,81.050
LUCKNOW,P13062117571,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,13/06/2021 22:44:10,26.920,81.040
LUCKNOW,P13062117928,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,13/06/2021 23:03:24,26.922,81.050
LUCKNOW,P13062118099,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,13/06/2021 23:14:27,26.847,81.063
LUCKNOW,P13062118141,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,13/06/2021 23:17:05,26.874,81.028
LUCKNOW,P13062118316,C2,PS3,EMRI108,Police Help Required By 108,Police Help Required By 108,13/06/2021 23:27:54,26.875,81.028
LUCKNOW,P13062118342,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,13/06/2021 23:29:20,26.875,81.015
LUCKNOW,P13062118360,C2,PS3,PHONE,Dispute,Money Transactions Dispute,13/06/2021 23:31:10,26.850,81.058
LUCKNOW,P13062118571,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,13/06/2021 23:46:10,26.854,81.034
LUCKNOW,P14062100618,C2,PS3,PHONE,Unknown,Unknown,14/06/2021 01:53:56,26.855,81.041
LUCKNOW,P14062100726,C2,PS3,PHONE,Unknown,Unknown,14/06/2021 02:44:12,26.889,81.044
LUCKNOW,P14062102325,C2,PS3,PHONE,Property Disputes,Boundary Dispute,14/06/2021 07:55:16,26.922,81.050
LUCKNOW,P14062103355,C2,PS3,PHONE,Theft,Residential Building,14/06/2021 09:09:03,26.892,81.072
LUCKNOW,P14062103681,C2,PS3,PHONE,Unclaimed Information,Unclaimed Men,14/06/2021 09:32:29,26.883,81.045
LUCKNOW,P14062105945,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,14/06/2021 12:14:24,26.891,81.069
LUCKNOW,P14062105976,C2,PS3,PHONE,Unclaimed Information,Unclaimed Men,14/06/2021 12:17:03,26.880,81.059
LUCKNOW,P14062105999,C2,PS3,PHONE,Unclaimed Information,Unclaimed Men,14/06/2021 12:18:44,26.883,81.057
LUCKNOW,P14062106110,C2,PS3,PHONE,Unclaimed Information,Unclaimed Men,14/06/2021 12:26:22,26.883,81.057
LUCKNOW,P14062107688,C2,PS3,PHONE,Dispute,Money Transactions Dispute,14/06/2021 14:25:56,26.873,81.029
LUCKNOW,P14062108529,C2,PS3,PHONE,Dispute,Other Dispute,14/06/2021 15:27:44,26.880,81.039
LUCKNOW,P14062108657,C2,PS3,PHONE,Dispute,Dispute With Service Provider Or Vendor,14/06/2021 15:37:42,26.877,81.035
LUCKNOW,P14062109526,C2,PS3,PHONE,Dispute,Money Transactions Dispute,14/06/2021 16:46:01,26.893,81.058
LUCKNOW,P14062110285,C2,PS3,PHONE,Cyber Crimes,Bank Account Hacking,14/06/2021 17:39:43,26.877,81.037
LUCKNOW,P14062111349,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,14/06/2021 18:52:22,26.857,81.041
LUCKNOW,P14062112194,C2,PS3,PHONE,Corona,Public Gathering,14/06/2021 19:45:02,26.890,81.006
LUCKNOW,P14062112716,C2,PS3,PHONE,Dispute,Other Dispute,14/06/2021 20:17:04,26.885,81.075
LUCKNOW,P14062112864,C2,PS3,PHONE,Unclaimed Information,Unclaimed Men,14/06/2021 20:25:35,26.874,81.017
LUCKNOW,P14062113240,C2,PS3,PHONE,Dispute,Other Dispute,14/06/2021 20:45:22,26.884,81.019
LUCKNOW,P14062114007,C2,PS3,PHONE,Dispute,Other Dispute,14/06/2021 21:20:32,26.876,81.053
LUCKNOW,P14062114319,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,14/06/2021 21:36:41,26.890,81.038
LUCKNOW,P14062114970,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,14/06/2021 22:10:48,26.876,81.055
LUCKNOW,P14062115163,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,14/06/2021 22:21:00,26.885,81.034
LUCKNOW,P14062116467,C2,PS3,PHONE,Unclaimed Information,Unclaimed Men,14/06/2021 23:58:16,26.894,81.009
LUCKNOW,P15062100042,C2,PS3,PHONE,Dispute,Other Dispute,15/06/2021 00:06:13,26.892,81.057
LUCKNOW,P15062100749,C2,PS3,EMRI108,Police Help Required By 108,Police Help Required By 108,15/06/2021 04:18:30,26.885,81.056
LUCKNOW,P15062104391,C2,PS3,PHONE,Dispute,For Parking,15/06/2021 11:03:10,26.888,81.053
LUCKNOW,P15062105604,C2,PS3,PHONE,Child Crime,Misbehaviour With Child By Outsider,15/06/2021 12:38:48,26.887,81.034
LUCKNOW,P15062105808,C2,PS3,PHONE,Missing,Mobile,15/06/2021 12:55:47,26.853,81.040
LUCKNOW,P15062105858,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,15/06/2021 12:59:50,26.878,81.056
LUCKNOW,P15062106805,C2,PS3,PHONE,Domestic Violence,Harrasment By Inlaws,15/06/2021 14:24:05,26.907,81.059
LUCKNOW,P15062110901,C2,PS3,PHONE,Dispute,Other Dispute,15/06/2021 19:49:23,26.890,81.064
LUCKNOW,P15062111187,C2,PS3,PHONE,Dispute,Other Dispute,15/06/2021 20:08:01,26.890,81.044
LUCKNOW,P15062112041,C2,PS3,PHONE,Dispute,Other Dispute,15/06/2021 20:57:48,26.846,81.065
LUCKNOW,P15062112404,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,15/06/2021 21:17:32,26.905,81.057
LUCKNOW,P15062113009,C2,PS3,PHONE,Dispute,Other Dispute,15/06/2021 21:50:25,26.896,81.087
LUCKNOW,P15062113100,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,15/06/2021 21:55:44,26.899,81.087
LUCKNOW,P15062113156,C2,PS3,PHONE,Female Sexual Harrassment,Teasing In Building Or Premise,15/06/2021 21:58:26,26.898,81.089
LUCKNOW,P15062113256,C2,PS3,PHONE,Domestic Violence,Harrasment By Inlaws,15/06/2021 22:03:35,26.885,81.015
LUCKNOW,P15062113609,C2,PS3,PHONE,Missing,Grp- Person Accident By Train ,15/06/2021 22:23:15,26.875,81.054
LUCKNOW,P15062113993,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,15/06/2021 22:44:44,26.885,81.017
LUCKNOW,P15062114023,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,15/06/2021 22:46:15,26.887,81.016
LUCKNOW,P16062100458,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,16/06/2021 01:09:23,26.892,81.072
LUCKNOW,P16062102635,C2,PS3,PHONE,Theft,Residential Building,16/06/2021 08:27:10,26.875,81.032
LUCKNOW,P16062103363,C2,PS3,PHONE,Unknown,Unknown,16/06/2021 09:23:23,26.890,81.007
LUCKNOW,P16062105776,C2,PS3,PHONE,Animals Related,Dangerous Animals/Dog Residential Area,16/06/2021 12:28:42,26.883,81.020
LUCKNOW,P16062105817,C2,PS3,PHONE,Attempted Murder,Throttling,16/06/2021 12:31:33,26.883,81.045
LUCKNOW,P16062106025,C2,PS3,PHONE,Accident,Serious Road Accident,16/06/2021 12:47:17,26.897,81.093
LUCKNOW,P16062106456,C2,PS3,PHONE,Dispute,With Neighbor,16/06/2021 13:25:17,26.873,81.038
LUCKNOW,P16062106932,C2,PS3,PHONE,Threat In Person,Threatening To Kill,16/06/2021 14:02:52,26.892,81.072
LUCKNOW,P16062106974,C2,PS3,PHONE,Theft,Residential Building,16/06/2021 14:05:51,26.895,81.011
LUCKNOW,P16062107904,C2,PS3,PHONE,Threat In Person,Threatening To Kill,16/06/2021 15:26:02,26.892,81.072
LUCKNOW,P16062108372,C2,PS3,PHONE,Dispute,Money Transactions Dispute,16/06/2021 16:06:10,26.892,81.047
LUCKNOW,P16062108397,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,16/06/2021 16:08:06,26.860,81.023
LUCKNOW,P16062108770,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,16/06/2021 16:37:03,26.882,81.006
LUCKNOW,P16062109013,C2,PS3,PHONE,Theft,Residential Building,16/06/2021 16:53:44,26.877,81.035
LUCKNOW,P16062109508,C2,PS3,PHONE,Dispute,Other Dispute,16/06/2021 17:30:31,26.896,81.011
LUCKNOW,P16062109920,C2,PS3,PHONE,Threat In Person,Threatening To Kill,16/06/2021 18:01:15,26.889,81.055
LUCKNOW,P16062109922,C2,PS3,PHONE,Animals Related,Dangerous Animals/Dog Residential Area,16/06/2021 18:01:21,26.869,81.030
LUCKNOW,P16062111186,C2,PS3,PHONE,Dispute,Money Transactions Dispute,16/06/2021 19:27:20,26.881,81.015
LUCKNOW,P16062111218,C2,PS3,PHONE,Dispute,Money Transactions Dispute,16/06/2021 19:28:56,26.905,81.057
LUCKNOW,P16062111438,C2,PS3,PHONE,Dispute,With Neighbor,16/06/2021 19:42:11,26.886,81.036
LUCKNOW,P16062113871,C2,PS3,PHONE,Threat In Person,Threatening To Kill,16/06/2021 21:44:09,26.895,81.061
LUCKNOW,P16062115589,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,16/06/2021 23:12:00,26.874,81.026
LUCKNOW,P16062115618,C2,PS3,PHONE,Dispute,Other Dispute,16/06/2021 23:13:56,26.875,81.026
LUCKNOW,P17062100145,C2,PS3,PHONE,Threat In Person,Threatening To Kill,17/06/2021 00:17:26,26.919,81.064
LUCKNOW,P17062101067,C2,PS3,PHONE,Theft,Residential Building,17/06/2021 05:40:36,26.885,81.034
LUCKNOW,P17062103319,C2,PS3,PHONE,Property Disputes,Boundary Dispute,17/06/2021 09:39:03,26.868,81.044
LUCKNOW,P17062105409,C2,PS3,PHONE,Encroachment,On Road,17/06/2021 12:38:09,26.877,81.055
LUCKNOW,P17062105491,C2,PS3,PHONE,Encroachment,Government Land,17/06/2021 12:45:25,26.879,81.033
LUCKNOW,P17062105687,C2,PS3,PHONE,Threat In Person,Threatening To Kill,17/06/2021 13:04:53,26.875,81.032
LUCKNOW,P17062105950,C2,PS3,PHONE,Differently Abled People,Mad /Retarded Person,17/06/2021 13:26:21,26.887,81.059
LUCKNOW,P17062109012,C2,PS3,PHONE,Dispute,Money Transactions Dispute,17/06/2021 17:44:24,26.884,81.036
LUCKNOW,P17062109258,C2,PS3,PHONE,Dispute,Money Transactions Dispute,17/06/2021 18:01:15,26.878,81.055
LUCKNOW,P17062111685,C2,PS3,PHONE,Dispute,Other Dispute,17/06/2021 20:41:41,26.874,81.017
LUCKNOW,P17062112429,C2,PS3,PHONE,Robbery,On Road,17/06/2021 21:19:57,26.874,81.025
LUCKNOW,P17062113149,C2,PS3,PHONE,Dispute,Money Transactions Dispute,17/06/2021 21:57:17,26.854,81.027
LUCKNOW,P17062113268,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,17/06/2021 22:03:55,26.924,81.054
LUCKNOW,P17062113569,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,17/06/2021 22:18:56,26.887,81.059
LUCKNOW,P17062113978,C2,PS3,PHONE,Dispute,Other Dispute,17/06/2021 22:40:58,26.859,81.026
LUCKNOW,P17062114342,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,17/06/2021 23:05:16,26.875,81.055
LUCKNOW,P17062114929,C2,PS3,PHONE,Dispute,Dispute With Service Provider Or Vendor,17/06/2021 23:53:29,26.877,81.054
LUCKNOW,P18062103533,C2,PS3,PHONE,Dispute,Other Dispute,18/06/2021 10:05:57,26.852,81.028
LUCKNOW,P18062104859,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,18/06/2021 11:52:43,26.828,80.871
LUCKNOW,P18062105100,C2,PS3,PHONE,Child Crime,Child Marriage,18/06/2021 12:13:25,26.900,81.014
LUCKNOW,P18062110450,C2,PS3,PHONE,Threat In Person,Threatening To Kill,18/06/2021 19:45:36,26.873,81.085
LUCKNOW,P18062111125,C2,PS3,PHONE,Robbery,On Road,18/06/2021 20:30:29,26.892,81.072
LUCKNOW,P18062111688,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,18/06/2021 21:02:21,26.894,81.015
LUCKNOW,P18062113103,C2,PS3,PHONE,Female Sexual Harrassment,Attempted Rape In Building Or Campus,18/06/2021 22:14:52,26.885,81.037
LUCKNOW,P18062114165,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,18/06/2021 23:17:56,26.880,81.039
LUCKNOW,P18062114439,C2,PS3,PHONE,Suicide,By Hanging,18/06/2021 23:43:04,26.885,81.030
LUCKNOW,P19062100073,C2,PS3,PHONE,Dispute,Other Dispute,19/06/2021 00:10:16,26.874,81.019
LUCKNOW,P19062100337,C2,PS3,PHONE,Missing,Grp- Person Accident By Train ,19/06/2021 00:49:54,26.874,81.025
LUCKNOW,P19062100962,C2,PS3,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,19/06/2021 04:40:27,26.905,81.038
LUCKNOW,P19062103635,C2,PS3,PHONE,Female Sexual Harrassment,Prostitution,19/06/2021 10:13:49,26.875,81.014
LUCKNOW,P19062104335,C2,PS3,PHONE,Dispute,Money Transactions Dispute,19/06/2021 11:07:42,26.893,81.051
LUCKNOW,P19062105345,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,19/06/2021 12:24:28,26.875,81.054
LUCKNOW,P19062106265,C2,PS3,WhatsApp,Dispute,Money Transactions Dispute,19/06/2021 13:42:15,26.881,81.020
LUCKNOW,P19062107013,C2,PS3,PHONE,Threat In Person,Attack,19/06/2021 14:46:53,26.837,81.066
LUCKNOW,P19062107257,C2,PS3,PHONE,Dispute,Money Transactions Dispute,19/06/2021 15:06:15,26.877,81.015
LUCKNOW,P19062108272,C2,PS3,PHONE,Dispute,Other Dispute,19/06/2021 16:28:45,26.875,81.032
LUCKNOW,P19062108749,C2,PS3,PHONE,Dispute,Other Dispute,19/06/2021 17:02:55,26.916,81.057
LUCKNOW,P19062109223,C2,PS3,PHONE,Dispute,Money Transactions Dispute,19/06/2021 17:40:00,26.854,81.027
LUCKNOW,P19062109856,C2,PS3,PHONE,Animals Related,Cow Carcass And Slaughtering,19/06/2021 18:24:17,26.876,81.090
LUCKNOW,P19062111874,C2,PS3,PHONE,Unknown,Unknown,19/06/2021 20:25:57,26.878,81.018
LUCKNOW,P19062112313,C2,PS3,PHONE,Suspicious Person Information,Information About Suspicious Person In Building/Campus/Place,19/06/2021 20:49:38,26.866,81.059
LUCKNOW,P19062112433,C2,PS3,PHONE,Threat In Person,Attack,19/06/2021 20:55:59,26.852,81.036
LUCKNOW,P19062113568,C2,PS3,PHONE,Missing,Grp- Person Accident By Train ,19/06/2021 21:50:03,26.846,81.071
LUCKNOW,P19062113643,C2,PS3,PHONE,Robbery,On Road,19/06/2021 21:53:46,26.885,81.037
LUCKNOW,P20062100119,C2,PS3,PHONE,Animals Related,Found Injured Animal,20/06/2021 00:18:46,26.885,81.024
LUCKNOW,P20062103336,C2,PS3,PHONE,Encroachment,Government Land,20/06/2021 09:58:26,26.864,81.046
LUCKNOW,P20062104141,C2,PS3,PHONE,Threat In Person,Attack,20/06/2021 10:56:34,26.876,81.054
LUCKNOW,P20062104796,C2,PS3,PHONE,Dispute,Money Transactions Dispute,20/06/2021 11:42:53,26.857,81.041
LUCKNOW,P20062105992,C2,PS3,PHONE,Dispute,Other Dispute,20/06/2021 13:10:20,26.896,81.079
LUCKNOW,P20062106301,C2,PS3,PHONE,Dispute,Money Transactions Dispute,20/06/2021 13:35:05,26.876,81.041
LUCKNOW,P20062106913,C2,PS3,PHONE,Property Disputes,Dispute Between Relatives,20/06/2021 14:25:06,26.896,81.094
LUCKNOW,P20062107313,C2,PS3,PHONE,Dispute,Other Dispute,20/06/2021 14:58:04,26.893,81.074
LUCKNOW,P20062107334,C2,PS3,PHONE,Dispute,Other Dispute,20/06/2021 14:59:58,26.875,81.054
LUCKNOW,P20062107641,C2,PS3,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,20/06/2021 15:26:45,26.882,81.017
LUCKNOW,P20062107929,C2,PS3,PHONE,Dispute,Money Transactions Dispute,20/06/2021 15:48:57,26.914,81.066
LUCKNOW,P20062108159,C2,PS3,PHONE,Domestic Violence,Husband Relatives To Beat Wife,20/06/2021 16:06:49,26.850,81.091
LUCKNOW,P20062109587,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,20/06/2021 17:55:10,26.885,81.003
LUCKNOW,P20062109632,C2,PS3,PHONE,Dispute,Other Dispute,20/06/2021 17:58:58,26.879,81.053
LUCKNOW,P20062109852,C2,PS3,PHONE,Theft,Residential Building,20/06/2021 18:13:09,26.874,81.047
LUCKNOW,P20062109998,C2,PS3,PHONE,Corona,Open School/Coaching Institution/College/Office,20/06/2021 18:23:42,26.872,81.033
LUCKNOW,P20062110173,C2,PS3,PHONE,Threat In Person,Threatening To Kill,20/06/2021 18:34:49,26.866,81.060
LUCKNOW,P20062110473,C2,PS3,PHONE,Dispute,Other Dispute,20/06/2021 18:54:19,26.882,81.020
LUCKNOW,P20062111186,C2,PS3,PHONE,Robbery,On Road,20/06/2021 19:37:22,26.875,81.009
LUCKNOW,P20062112591,C2,PS3,PHONE,Threat In Person,Threatening To Kill,20/06/2021 20:54:53,26.912,81.026
LUCKNOW,P20062113477,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,20/06/2021 21:35:54,26.885,81.015
LUCKNOW,P20062113592,C2,PS3,PHONE,Threat In Person,Attack,20/06/2021 21:41:53,26.896,81.087
LUCKNOW,P20062114010,C2,PS3,PHONE,Dispute,Between Workers And Laborers,20/06/2021 22:00:23,26.882,81.023
LUCKNOW,P20062114133,C2,PS3,PHONE,Threat In Person,Threatening To Kill,20/06/2021 22:05:13,26.875,81.026
LUCKNOW,P20062115014,C2,PS3,PHONE,Dispute,Money Transactions Dispute,20/06/2021 22:45:31,26.873,81.038
LUCKNOW,P20062115392,C2,PS3,PHONE,Dispute,Other Dispute,20/06/2021 23:07:10,26.921,81.034
LUCKNOW,P21062100337,C2,PS3,PHONE,Threat In Person,Attack,21/06/2021 00:31:24,26.879,81.019
LUCKNOW,P21062100588,C2,PS3,PHONE,Threat In Person,Attack,21/06/2021 01:06:04,26.878,81.054
LUCKNOW,P21062104169,C2,PS3,PHONE,Theft,Residential Building,21/06/2021 10:21:44,26.876,81.055
LUCKNOW,P21062105361,C2,PS3,PHONE,Dispute,Money Transactions Dispute,21/06/2021 11:48:59,26.851,81.021
LUCKNOW,P21062107905,C2,PS3,PHONE,Property Disputes,Dispute Between Relatives,21/06/2021 15:14:50,26.909,81.088
LUCKNOW,P21062107975,C2,PS3,PHONE,Property Disputes,Boundary Dispute,21/06/2021 15:19:55,26.890,81.038
LUCKNOW,P21062109531,C2,PS3,PHONE,Encroachment,Government Land,21/06/2021 17:22:57,26.886,81.041
LUCKNOW,P21062110219,C2,PS3,PHONE,Female Harrassment,Misbehaviour With Child By Outsider,21/06/2021 18:16:05,26.881,81.053
LUCKNOW,P21062111025,C2,PS3,PHONE,Dispute,Other Dispute,21/06/2021 19:12:24,26.879,81.046
LUCKNOW,P21062112908,C2,PS3,PHONE,Suspicious Person Information,Information About Suspicious Person In Building/Campus/Place,21/06/2021 21:03:36,26.873,81.002
LUCKNOW,P21062113357,C2,PS3,PHONE,Threat In Person,Attack,21/06/2021 21:22:30,26.874,81.028
LUCKNOW,P21062113414,C2,PS3,PHONE,Robbery,Other Campus,21/06/2021 21:25:21,26.885,81.016
LUCKNOW,P21062113705,C2,PS3,PHONE,Property Disputes,Boundary Dispute,21/06/2021 21:38:28,26.876,81.055
LUCKNOW,P21062113871,C2,PS3,PHONE,Missing,Mobile,21/06/2021 21:46:13,26.879,81.016
LUCKNOW,P21062114817,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,21/06/2021 22:24:42,26.855,81.055
LUCKNOW,P21062115655,C2,PS3,PHONE,Unknown,Unknown,21/06/2021 23:04:11,26.887,81.047
LUCKNOW,P22062100034,C2,PS3,PHONE,Dispute,Other Dispute,22/06/2021 00:03:04,26.891,81.063
LUCKNOW,P22062100580,C2,PS3,PHONE,Dispute,Other Dispute,22/06/2021 01:10:16,26.898,81.084
LUCKNOW,P22062100746,C2,PS3,PHONE,Threat In Person,Attack,22/06/2021 01:52:30,26.869,81.057
LUCKNOW,P22062100859,C2,PS3,PHONE,Suspicious Person Information,Information About Suspicious Person In Building/Campus/Place,22/06/2021 02:32:57,26.883,81.057
LUCKNOW,P22062100983,C2,PS3,PHONE,Medium Fire,Electrical Equipment,22/06/2021 03:34:58,26.896,81.066
LUCKNOW,P22062101910,C2,PS3,PHONE,Theft,Residential Building,22/06/2021 07:20:14,26.861,81.045
LUCKNOW,P22062105809,C2,PS3,PHONE,Theft,Two Wheeler Vehicle,22/06/2021 12:01:02,26.872,81.052
LUCKNOW,P22062107022,C2,PS3,PHONE,Missing,Mobile,22/06/2021 13:49:10,26.859,81.024
LUCKNOW,P22062108292,C2,PS3,PHONE,Dispute,Money Transactions Dispute,22/06/2021 15:41:37,26.883,81.034
LUCKNOW,P22062108635,C2,PS3,PHONE,Theft,Other Location,22/06/2021 16:06:58,26.879,81.046
LUCKNOW,P22062109156,C2,PS3,PHONE,Theft,Residential Building,22/06/2021 16:51:26,26.901,81.038
LUCKNOW,P22062109574,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,22/06/2021 17:26:44,26.857,81.045
LUCKNOW,P22062109599,C2,PS3,PHONE,Theft,Residential Building,22/06/2021 17:29:09,26.846,81.066
LUCKNOW,P22062112150,C2,PS3,WhatsApp,Missing,Tablet/Pc/Laptop,22/06/2021 20:22:30,26.897,81.091
LUCKNOW,P22062113088,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,22/06/2021 21:11:42,26.897,81.018
LUCKNOW,P22062114094,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,22/06/2021 21:55:32,26.857,81.041
